5|3|5|4,5|1,13333333333333|1|1|1,2|5|1|1,72|1,0588|-
1|1|3,76923076923077|1|1,23333333333333|1|5|1|1|1|2,04|1|-
5|1|2,53846153846154|2|1,26666666666667|1|1|1,2|1|1|1,848|1|-
1|3|1|1,5|1,36666666666667|1|1|1,2|1|1|1,56|1,084|-
5|1|3,46153846153846|1|1,344|1|1|1,13333333333333|5|1|1,8|1|-
1|1|3,46153846153846|1,5|4,06666666666667|1|1|1,46666666666667|1|1|2,2|1,002|-
1|1|2,53846153846154|1|2,67733333333333|1|1|2|5|1|1|1|+
1|1|2,84615384615385|1|4,73333333333333|1|1|1,4|1|1|2,44|1,5328|+
5|1|1,61538461538462|1,5|1,08933333333333|1|1|1,06666666666667|1|1|1,32|1,02|+
1|1|3,46153846153846|1|1,01066666666667|1|1|1,06666666666667|5|1|1,8|1,12|+
1|1|1,61538461538462|1|1,32266666666667|1|1|1|1|1|1,56|1,1032|+
5|1|4,69230769230769|1|1,4|1|1|1,8|1|1|1,48|1,2268|+
5|1|3,46153846153846|1|2,96666666666667|1|1|1,2|1|1|1|1|+
5|1|3,46153846153846|1|3,26666666666667|1|1|1,33333333333333|1|1|1,48|1|+
1|1|4,07692307692308|1,5|3|1|1|1,4|1|1|1|1,4|+
1|1|2,84615384615385|2|1,66666666666667|1|1|1,8|1|1|2,64|2,004|+
1|1|3,46153846153846|1|1,66666666666667|1|1|1,46666666666667|1|1|1,4|1,3236|+
1|1|1,92307692307692|2|1,86666666666667|1|1|1,13333333333333|5|1|2,096|1,244|+
5|1|3,76923076923077|1|1,22266666666667|1|5|1|5|5|2,12|1|+
1|1|4,38461538461538|3,5|4,46666666666667|1|1|1,06666666666667|1|1|1|1|+
1|1|1|1|1,6|1|1|1,06666666666667|5|1|1,4|1,06|+
5|1|4,38461538461538|2|2,73333333333333|1|1|1,4|5|1|2,5|1|+
1|1|1|2|1,66666666666667|1|1|1,4|5|1|1|1,1468|+
1|1|3,46153846153846|1,5|2,46666666666667|1|1|1,8|1|1|2,632|1,4|+
1|1|3,46153846153846|1,5|2,6|1|5|1|1|1|2,4|1|+
1|3|4,69230769230769|1|1,13333333333333|1|1|1,2|5|1|1,8|1,4|+
1|1|2,84615384615385|1|2,13333333333333|1|1|1,4|5|1|1,816|1|+
5|1|3,76923076923077|1|1,43333333333333|1|1|1,4|1|1|1,16|1,24|+
5|1|3,46153846153846|1,5|2,33333333333333|1|1|1,13333333333333|5|1|1|3|+
5|1|1,61538461538462|1,5|1,16666666666667|1|1|1,6|1|1|1,724|1|+
5|1|2,23076923076923|4,5|1|1|1|2|5|1|1|1,0988|+
1|3|1,61538461538462|1,5|1,46666666666667|1|1|1,53333333333333|5|1|1,4|1,15|+
1|1|3,76923076923077|1|1,53333333333333|1|1|1,06666666666667|5|1|1,32|1,1112|+
1|1|1,61538461538462|1,5|2,356|1|1|1,6|5|1|2,596|1,3308|+
1|1|1,61538461538462|1,5|1,73333333333333|1|1|1,4|5|1|1,64|1,8288|+
1|1|3,46153846153846|1|1,63333333333333|1|1|1,2|1|1|1|1,2328|+
5|3|3,46153846153846|1,5|3,13333333333333|1|1|1,93333333333333|5|1|1|1,92|+
5|1|1|2|2,06666666666667|1|1|1,46666666666667|1|1|1|2,226|+
5|1|1|1|2,46666666666667|1|1|1,93333333333333|5|1|1|1,88|+
5|1|1,61538461538462|1,5|1,11066666666667|1|1|1,73333333333333|1|1|2,76|1,0024|+
5|1|3,46153846153846|1|2,06666666666667|1|1|1,93333333333333|5|1|1|1,6408|+
1|1|2,84615384615385|1,5|2,13333333333333|1|1|1,8|1|1|1,372|1|+
1|1|1|1|1,28933333333333|1|1|1,73333333333333|1|1|1,24|1,8736|+
1|1|1,61538461538462|1,5|2,46666666666667|1|1|1,2|1|1|1|1|+
5|3|2,23076923076923|2,5|1|1|1|1,73333333333333|1|1|1|1|+
5|3|4,07692307692308|1,5|1,67733333333333|1|1|1,06666666666667|5|1|1,28|1|+
5|1|4,38461538461538|3,5|1|1|1|1,93333333333333|5|1|1|2,3504|+
1|1|2,53846153846154|1,5|2,11066666666667|1|1|1,13333333333333|1|1|1,724|1|+
1|3|2,84615384615385|2|1,01066666666667|1|1|1,06666666666667|1|1|2,12|1,8|+
1|1|4,07692307692308|1,5|1,26666666666667|1|1|1,26666666666667|5|1|1,56|4,0176|+
1|1|2,84615384615385|1|1,46666666666667|1|1|1,13333333333333|1|1|1|1,006|+
1|1|4,07692307692308|1|1,444|1|1|1,06666666666667|1|1|2,58|1,008|+
1|3|4,38461538461538|1,5|1,01066666666667|1|5|1|1|1|2,572|1|+
5|1|3,46153846153846|1|3,93333333333333|1|5|1|1|1|1,084|1|+
5|1|3,46153846153846|1,5|1,46666666666667|1|5|1|5|1|1,116|1,3348|+
1|1|3,46153846153846|1|1,26666666666667|1|5|1|1|1|1,24|1,16|+
5|1|1,61538461538462|1|1,01066666666667|1|5|1|5|1|2,76|1|+
1|1|3,46153846153846|1,5|3,4|1|5|1|1|1|1,408|1,2556|+
1|3|1,30769230769231|1|1,4|5|5|1|1|1|2,724|1|+
5|3|4,69230769230769|1|1,06666666666667|1|5|1|1|1|2,48|1|+
1|1|1|2|5|1|5|1|5|1|1|1|+
1|1|2,53846153846154|1,5|3,13333333333333|1|5|1|1|1|1,096|1,8112|+
5|1|2,53846153846154|1,5|3,26666666666667|1|5|1|1|1|1|1|+
1|1|3,46153846153846|1,5|1,356|1|5|1|5|1|1,4|1|+
1|3|3,76923076923077|1|1,1|1|5|1|1|1|2,04|1,426|+
1|1|4,69230769230769|1|1,8|1|5|1|1|5|1,08|1|+
5|1|4,69230769230769|1|1,37733333333333|1|5|1|5|1|1,64|1,06|+
5|1|3,46153846153846|1|1,32266666666667|1|1|1,26666666666667|5|1|1,24|1,216|+
1|1|4,69230769230769|1|1,52266666666667|1|1|1,93333333333333|5|1|1,24|1,0632|+
1|1|1|2|5|1|1|2,33333333333333|5|1|1|1|+
5|1|1,92307692307692|2|1,13333333333333|1|1|1,26666666666667|5|5|1,32|1|+
5|1|3,46153846153846|1|1,044|1|1|1,2|5|1|1,4|1,0024|+
5|1|1|1|2,46666666666667|1|1|1,46666666666667|5|1|1|2,2|+
5|1|3,46153846153846|1|1,68933333333333|1|1|1,46666666666667|5|1|1,516|2,3028|+
1|1|1|1,5|4,33333333333333|1|1|1,6|5|1|1,724|1,662|+
1|1|4,69230769230769|2|1,93333333333333|1|1|1,06666666666667|5|1|1|1,2|+
1|1|1|1|2,33333333333333|1|1|1,46666666666667|5|1|1|2,226|+
5|1|1|1|1,66666666666667|1|1|1,33333333333333|1|1|2,2|1,572|+
5|1|3,46153846153846|1,5|1,43333333333333|1|1|1,13333333333333|5|1|1|1|+
1|1|1|1|1,8|1|5|1|1|1|1|1|+
1|1|1,92307692307692|1,5|2,36666666666667|1|5|1|5|1|2,6|1|+
1|1|4,07692307692308|1|1,66666666666667|1|5|1|5|1|3,04|1,24|+
1|3|3,76923076923077|1|1,82266666666667|1|1|1,4|5|1|1,32|1|+
1|3|1,92307692307692|2|3,26666666666667|1|1|1,46666666666667|1|1|1,78|1|+
1|3|1|2|1,4|1|1|1,53333333333333|1|1|1,576|1,0028|+
1|3|4,07692307692308|1|1,844|1|1|1,2|1|1|2,52|1|+
1|1|3,76923076923077|1,5|1|1|1|1,8|5|1|1|1,316|+
1|3|4,69230769230769|1|1,53333333333333|1|1|1,2|1|1|2,48|1,224|+
1|1|4,07692307692308|1|1,01066666666667|1|1|1,6|5|1|1,24|1,1584|+
5|1|3,46153846153846|1,5|1,33333333333333|1|1|1,06666666666667|5|1|1|1,2712|+
5|1|1,92307692307692|2|1,6|1|5|1|1|1|1|1,12|+
1|1|1|1|1,6|1|1|1,4|5|1|1|1,24|+
5|1|3,46153846153846|1|1,18933333333333|1|1|1,13333333333333|1|1|1,196|1|+
1|3|3,76923076923077|1|1,02266666666667|1|1|1,06666666666667|5|1|1,2|1,4748|+
5|1|3,46153846153846|1,5|4,73333333333333|1|1|1,53333333333333|5|1|1|3,636|+
5|1|1|1|1|5|5|1|5|3|1|1|+
1|1|3,46153846153846|1,5|2,51066666666667|1|1|1,4|5|1|2,524|1,0672|+
1|1|2,53846153846154|1|2,2|1|1|1,46666666666667|5|1|1,6|1,508|+
1|1|1|2|2,73333333333333|1|1|2,06666666666667|5|1|1,468|1,484|+
1|1|1,61538461538462|1,5|3,66666666666667|1|1|1,93333333333333|1|1|2,596|1|+
1|3|1,30769230769231|1|2,46666666666667|1|5|1|1|5|1,4|1|+
1|1|5|4,5|1|1|1|2|1|1|1|1,4|+
1|1|1,92307692307692|1|1,93333333333333|1|1|1,6|5|1|1,224|1,2968|+
1|3|1,61538461538462|1|2,4|1|1|1,06666666666667|5|1|1,844|1|+
1|1|4,69230769230769|1|1,93333333333333|1|5|1|5|5|1,92|1|+
1|1|1,61538461538462|1,5|2,86666666666667|1|1|1,53333333333333|5|1|2,28|1|+
1|1|5|4,5|2,33333333333333|1|1|1,33333333333333|5|1|1|4,5404|+
1|1|4,38461538461538|1|3,31066666666667|1|1|1,33333333333333|5|1|1|1|+
5|3|1|1|1,26666666666667|1|1|1,26666666666667|1|1|1,32|1,2|+
5|1|4,69230769230769|1|1,61066666666667|1|1|1,2|1|1|1,624|1|+
1|1|4,38461538461538|3,5|1|1|1|1,46666666666667|1|1|1,088|1|+
5|1|4,69230769230769|1|1,36666666666667|1|5|1|1|1|1|1|+
5|1|4,69230769230769|1|1,02266666666667|1|5|1|5|1|1,4|1|+
5|1|3,46153846153846|1|1,03333333333333|1|5|1|1|1|1,912|1|+
1|1|1|2|1,06666666666667|1|5|1|1|1|1,64|1|+
1|1|2,53846153846154|1|1,13333333333333|1|5|1|5|1|1,32|1|+
5|3|4,07692307692308|1|1,656|5|5|1|5|1|1,656|1|+
1|1|3,46153846153846|1|1,53333333333333|1|1|1,13333333333333|1|1|1,32|1|+
1|1|1,61538461538462|1|1,17733333333333|1|5|1|5|1|1,4|1|+
1|1|1,61538461538462|1|1,16666666666667|1|1|1,46666666666667|5|1|1|3,8236|+
5|1|4,07692307692308|1|4,7|1|1|1,13333333333333|1|1|3,076|1,6816|+
1|1|4,07692307692308|1,5|2,2|1|1|1,26666666666667|1|1|2,012|1,3428|+
1|1|3,76923076923077|1|2,53333333333333|1|5|1|1|1|2,948|1,2|+
5|1|1,92307692307692|2|3,66666666666667|1|1|1,86666666666667|5|1|1|3,68|+
5|1|3,46153846153846|1|1,556|1|1|1,33333333333333|5|1|1,88|2,0012|+
1|1|1,92307692307692|2|1|1|5|1|1|1|1|1|+
1|1|4,69230769230769|1|1,37733333333333|1|1|1,06666666666667|5|1|1,32|4,92|+
1|1|3,46153846153846|1|2,22133333333333|1|5|1|5|5|1|1|+
1|1|4,07692307692308|1|1,66666666666667|1|1|1,4|5|1|3,08|1,0784|+
1|3|1|1|1,66666666666667|1|5|1|5|5|1,16|1|+
1|1|3,76923076923077|1|1,46666666666667|1|1|1,2|5|1|1,48|1,0056|+
1|1|3,76923076923077|1|3,93333333333333|1|5|1|1|1|1,28|1|+
5|1|3,46153846153846|1|1,72266666666667|1|1|1,33333333333333|5|1|1|1|+
1|1|1,92307692307692|1|1,4|1|1|1,13333333333333|5|1|1,48|1,12|+
1|3|1|1,5|1,544|1|1|1,06666666666667|1|1|1,72|1|+
1|1|1,61538461538462|1,5|4,73333333333333|1|1|1,06666666666667|1|1|1,352|1,8|+
5|1|3,46153846153846|1,5|1,07733333333333|1|1|1,73333333333333|5|1|1,32|1,0396|+
1|1|1|2|2,26666666666667|1|1|1,13333333333333|5|1|1,292|1,1776|+
1|1|4,07692307692308|1|1,07733333333333|1|1|1,4|5|1|1,484|1|+
1|1|4,38461538461538|3,5|1|1|1|1,73333333333333|5|1|1|1,48|+
1|1|3,46153846153846|1,5|2,33333333333333|1|1|1,4|1|1|2,88|1|+
5|1|4,07692307692308|1,5|1,26666666666667|1|1|1,73333333333333|5|1|1|2,2|+
1|1|4,07692307692308|1,5|1,12266666666667|1|1|1,06666666666667|5|1|1,4|1|+
1|1|2,53846153846154|1|1,06666666666667|5|5|1|5|1|2,52|1,804|-
1|1|1|1,5|1,28933333333333|5|5|1|5|1|2,28|1,0052|-
1|1|1|1|1,53333333333333|5|5|1|1|1|1,544|1|-
1|1|1,30769230769231|1|1,13333333333333|5|5|1|5|1|1,576|1|-
5|1|1,92307692307692|1|1,01066666666667|5|5|1|5|1|1,8|1,4|-
5|3|1|1|1,044|5|5|1|5|1|1,528|1|-
1|1|1,30769230769231|1,5|2,53333333333333|5|5|1|1|1|2,168|1|-
5|3|5|4,5|1|5|5|1|5|1|1|1|-
5|1|1,92307692307692|5|1,08933333333333|5|5|1|5|1|1|1,048|-
5|3|4,07692307692308|1,5|1|5|5|1|1|1|1,616|1,0128|-
1|1|5|4,5|1|5|5|1|5|1|1,58|1|-
1|3|1|1|1,01066666666667|5|5|1|5|1|1,56|1,2888|-
1|3|4,38461538461538|4|1|5|5|1|5|1|1,4|1|-
5|1|1,30769230769231|1|1,33333333333333|5|5|1|5|1|2,088|1|-
1|1|3,46153846153846|1|1,03333333333333|1|5|1|1|1|2,04|1|+
1|1|3,46153846153846|3|1,056|5|5|1|5|1|1,8|1,016|+
1|1|1|1|1|5|5|1|5|3|1|1|+
1|1|1|1|1,33333333333333|5|5|1|1|1|2,12|1|-
1|3|2,84615384615385|1|1,01066666666667|5|5|1|5|1|1,56|1|-
1|3|2,53846153846154|1|1,03333333333333|5|5|1|5|1|1,64|1|-
1|1|1,61538461538462|1,5|1,6|5|5|1|1|5|2,36|1|-
1|1|1,30769230769231|1|1,144|5|5|1|5|1|1,48|1|-
5|1|1,92307692307692|1,5|1,07733333333333|5|5|1|5|1|1,32|1,1936|-
5|3|3,46153846153846|1,5|1,044|5|5|1|5|1|2,36|1|-
1|3|5|4,5|1|5|5|1|5|1|1|1|-
1|1|2,84615384615385|1|1,02266666666667|1|5|1|5|5|1,8|1|-
1|3|1|1,5|1,06666666666667|5|5|1|5|1|2,12|1,0816|-
1|3|1,61538461538462|1,5|1,03333333333333|5|5|1|5|1|1,96|1,0004|-
1|1|1|1|1,06666666666667|5|5|1|5|5|1,32|1|-
5|1|3,46153846153846|1|1,06666666666667|5|1|1,06666666666667|5|1|1,432|1,0392|-
1|1|1|1|1,03333333333333|5|1|1,13333333333333|5|1|1|3,2208|-
1|1|3,76923076923077|1,5|1,044|5|1|1,06666666666667|5|1|1,48|1,0004|-
5|1|5|4,5|1|5|1|1,13333333333333|1|1|1,8|1,042|-
1|1|3,76923076923077|1|1,07733333333333|5|1|1,06666666666667|5|1|2,36|2,1212|-
1|3|1|1|1,044|5|1|1,06666666666667|5|1|1,8|1,0004|-
5|3|2,23076923076923|2,5|1|5|5|1|5|1|1,64|1|-
1|1|2,84615384615385|1|1,13333333333333|5|5|1|1|5|2,28|1|-
5|1|3,76923076923077|1|1,26666666666667|5|1|1,06666666666667|5|1|1,48|1,0004|-
1|1|3,76923076923077|1|1,044|5|1|1,06666666666667|5|1|2,088|1,1776|-
1|1|3,76923076923077|1|1,03333333333333|5|1|1,13333333333333|5|1|1,88|1,0004|-
5|1|5|4,5|1|5|1|1,06666666666667|5|1|1,64|1,0504|-
5|1|5|4,5|1,81066666666667|5|1|1,13333333333333|1|1|1,8|1,0016|-
1|1|5|4,5|2,06666666666667|5|1|1,06666666666667|5|1|1,28|1,0024|-
1|1|4,69230769230769|1|1,46666666666667|5|1|1,13333333333333|1|1|3,88|1|-
1|1|4,69230769230769|1|1,17733333333333|5|1|1,06666666666667|5|1|1,32|1,0084|-
1|1|1|1|1,88933333333333|5|1|1,13333333333333|1|1|1,72|1,0692|-
5|1|5|4,5|2,73333333333333|5|1|1,06666666666667|5|1|1|1,004|-
1|1|1,30769230769231|1|1,06666666666667|5|5|1|1|5|2,12|1|-
1|1|1|1|1,13333333333333|5|5|1|1|5|2,12|1|-
5|1|3,46153846153846|1|1,02266666666667|5|5|1|5|1|1,48|1|-
5|1|3,46153846153846|1,5|1,4|5|5|1|5|1|2,12|1,0004|-
1|3|5|4,5|1|1|5|1|1|1|1|1|-
1|1|5|4,5|2,2|5|5|1|5|1|1,64|1,01|-
1|1|5|4,5|1,11066666666667|5|5|1|5|1|1,32|1|-
1|1|2,53846153846154|1,5|1,06666666666667|5|5|1|1|5|1,56|1|-
5|3|2,23076923076923|2,5|1|5|5|1|5|1|1,64|1,008|-
5|1|3,76923076923077|1|1,26666666666667|5|5|1|1|1|2,44|1,0024|-
1|3|1|1|1,62266666666667|5|5|1|1|1|1,448|1,0024|-
5|1|4,69230769230769|1|1,03333333333333|5|5|1|5|1|1,8|1,0004|-
5|1|1,30769230769231|1|1,11066666666667|5|5|1|5|1|1,32|1,0168|-
1|3|4,69230769230769|1|1,06666666666667|5|5|1|5|1|1,24|1|-
1|1|2,84615384615385|1|1,13333333333333|1|5|1|1|5|2,28|1|-
1|3|1|1,5|1,06666666666667|5|5|1|5|1|2,12|1,0816|-
1|5|5|5|1|5|5|1|1|3|2,8|1|+
1|3|2,84615384615385|2|1|5|5|1|1|5|3|1,0004|+
1|3|1|1|1,4|5|5|1|1|1|1,928|1,0452|+
1|1|3,76923076923077|1|1,4|5|5|1|5|1|1,6|1,0032|+
5|5|1,61538461538462|4,5|3,66666666666667|5|5|1|1|5|2,2|1|+
5|1|1,61538461538462|1|1,1|5|5|1|5|1|2,2|1,0176|+
1|3|2,53846153846154|1|1,06666666666667|1|1|1,73333333333333|5|1|2,52|2,0928|+
1|1|3,76923076923077|1|1,31066666666667|5|5|1|5|1|1,48|1|-
5|3|4,07692307692308|1|1,26666666666667|5|5|1|5|1|2,12|1,0052|-
1|3|1|1|1,01066666666667|5|5|1|5|1|1,68|1,0716|-
1|1|1,92307692307692|2|1,13333333333333|5|5|1|5|5|1|1|-
1|3|3,76923076923077|1|1,8|5|5|1|5|5|1,8|1|-
1|3|1,92307692307692|1|1,02266666666667|5|5|1|1|1|2,644|1|-
1|1|1|1|1|5|5|1|5|3|1|1|-
5|3|1|1|1,66666666666667|5|5|1|1|1|1|1,0008|-
1|1|1|1|1,26666666666667|5|5|1|5|1|2,84|1,0064|-
5|1|1,30769230769231|1|1,26666666666667|5|5|1|1|1|1,72|1,4248|-
1|1|1,61538461538462|2|1,13333333333333|5|5|1|5|1|2,392|1|-
1|1|3,46153846153846|1,5|1,044|5|5|1|1|1|1,88|1,1004|-
1|1|1|1|1,26666666666667|5|5|1|1|1|1|1,0912|-
5|3|1,92307692307692|1,5|1,13333333333333|5|5|1|1|1|1,64|1|-
5|3|4,69230769230769|1|1,53333333333333|5|5|1|5|1|1,72|1|-
1|1|3,76923076923077|1|1,2|5|5|1|1|1|2,2|1,0268|-
5|1|1|1|1,8|5|5|1|5|1|2,92|1|-
