1,75|1,3|2|1,3|Iris-versicolor
2,25|1,8|2,2|1,5|Iris-versicolor
1,85|1,8|2,16666666666667|1,3|Iris-versicolor
2,15|2,3|2,23333333333333|1,6|Iris-versicolor
1,45|1,4|1,76666666666667|1|Iris-versicolor
2,3|1,9|2,2|1,3|Iris-versicolor
1,6|1,7|1,96666666666667|1,4|Iris-versicolor
1,5|1|1,83333333333333|1|Iris-versicolor
1,95|2|2,06666666666667|1,5|Iris-versicolor
2|1,2|2|1|Iris-versicolor
2,05|1,9|2,23333333333333|1,4|Iris-versicolor
1,8|1,9|1,86666666666667|1,3|Iris-versicolor
2,35|2,1|2,13333333333333|1,4|Iris-versicolor
1,8|2|2,16666666666667|1,5|Iris-versicolor
1,9|1,7|2,03333333333333|1|Iris-versicolor
2,1|1,2|2,16666666666667|1,5|Iris-versicolor
1,8|1,5|1,96666666666667|1,1|Iris-versicolor
1,95|2,2|2,26666666666667|1,8|Iris-versicolor
2,05|1,8|2|1,3|Iris-versicolor
2,15|1,5|2,3|1,5|Iris-versicolor
2,05|1,8|2,23333333333333|1,2|Iris-versicolor
2,2|1,9|2,1|1,3|Iris-versicolor
2,3|2|2,13333333333333|1,4|Iris-versicolor
2,4|1,8|2,26666666666667|1,4|Iris-versicolor
2,35|2|2,33333333333333|1,7|Iris-versicolor
2|1,9|2,16666666666667|1,5|Iris-versicolor
1,85|1,6|1,83333333333333|1|Iris-versicolor
1,75|1,4|1,93333333333333|1,1|Iris-versicolor
1,75|1,4|1,9|1|Iris-versicolor
1,9|1,7|1,96666666666667|1,2|Iris-versicolor
2|1,7|2,36666666666667|1,6|Iris-versicolor
1,7|2|2,16666666666667|1,5|Iris-versicolor
2|2,4|2,16666666666667|1,6|Iris-versicolor
2,35|2,1|2,23333333333333|1,5|Iris-versicolor
2,15|1,3|2,13333333333333|1,3|Iris-versicolor
1,8|2|2,03333333333333|1,3|Iris-versicolor
1,75|1,5|2|1,3|Iris-versicolor
1,75|1,6|2,13333333333333|1,2|Iris-versicolor
2,05|2|2,2|1,4|Iris-versicolor
1,9|1,6|2|1,2|Iris-versicolor
1,5|1,3|1,76666666666667|1|Iris-versicolor
1,8|1,7|2,06666666666667|1,3|Iris-versicolor
1,85|2|2,06666666666667|1,2|Iris-versicolor
1,85|1,9|2,06666666666667|1,3|Iris-versicolor
2,1|1,9|2,1|1,3|Iris-versicolor
1,55|1,5|1,66666666666667|1,1|Iris-versicolor
1,85|1,8|2,03333333333333|1,3|Iris-versicolor
2,15|2,3|2,66666666666667|2,5|Iris-virginica
1,9|1,7|2,36666666666667|1,9|Iris-virginica
2,55|2|2,63333333333333|2,1|Iris-virginica
2,15|1,9|2,53333333333333|1,8|Iris-virginica
2,25|2|2,6|2,2|Iris-virginica
2,8|2|2,86666666666667|2,1|Iris-virginica
1,45|1,5|2,16666666666667|1,7|Iris-virginica
2,65|1,9|2,76666666666667|1,8|Iris-virginica
2,35|1,5|2,6|1,8|Iris-virginica
2,6|2,6|2,7|2,5|Iris-virginica
2,25|2,2|2,36666666666667|2|Iris-virginica
2,2|1,7|2,43333333333333|1,9|Iris-virginica
2,4|2|2,5|2,1|Iris-virginica
1,85|1,5|2,33333333333333|2|Iris-virginica
1,9|1,8|2,36666666666667|2,4|Iris-virginica
2,2|2,2|2,43333333333333|2,3|Iris-virginica
2,25|2|2,5|1,8|Iris-virginica
2,85|2,8|2,9|2,2|Iris-virginica
2,85|1,6|2,96666666666667|2,3|Iris-virginica
2|1,2|2,33333333333333|1,5|Iris-virginica
2,45|2,2|2,56666666666667|2,3|Iris-virginica
1,8|1,8|2,3|2|Iris-virginica
2,85|1,8|2,9|2|Iris-virginica
2,15|1,7|2,3|1,8|Iris-virginica
2,35|2,3|2,56666666666667|2,1|Iris-virginica
2,6|2,2|2,66666666666667|1,8|Iris-virginica
2,1|1,8|2,26666666666667|1,8|Iris-virginica
2,05|2|2,3|1,8|Iris-virginica
2,2|1,8|2,53333333333333|2,1|Iris-virginica
2,6|2|2,6|1,6|Iris-virginica
2,7|1,8|2,7|1,9|Iris-virginica
2,95|2,8|2,8|2|Iris-virginica
2,2|1,8|2,53333333333333|2,2|Iris-virginica
2,15|1,8|2,36666666666667|1,5|Iris-virginica
2,05|1,6|2,53333333333333|1,4|Iris-virginica
2,85|2|2,7|2,3|Iris-virginica
2,15|2,4|2,53333333333333|2,4|Iris-virginica
2,2|2,1|2,5|1,8|Iris-virginica
2|2|2,26666666666667|1,8|Iris-virginica
2,45|2,1|2,46666666666667|2,1|Iris-virginica
2,35|2,1|2,53333333333333|2,4|Iris-virginica
2,45|2,1|2,36666666666667|2,3|Iris-virginica
1,9|1,7|2,36666666666667|1,9|Iris-virginica
2,4|2,2|2,63333333333333|2,3|Iris-virginica
2,35|2,3|2,56666666666667|2,5|Iris-virginica
2,35|2|2,4|2,3|Iris-virginica
2,15|1,5|2,33333333333333|1,9|Iris-virginica
2,25|2|2,4|2|Iris-virginica
2,1|2,4|2,46666666666667|2,3|Iris-virginica
1,95|2|2,36666666666667|1,8|Iris-virginica
