+|1,53333333333333|1,73333333333333|1|456|5|1|1|1|1|1|5|1
+|1,06666666666667|1,2|2,04|15108|1|1|2,84615384615385|1|1|1|5|1
+|1,38933333333333|1,46666666666667|1,32|2954|1|1|3,76923076923077|1,5|1|1|5|1
+|1,43333333333333|1,06666666666667|3,06|500|1|1|4,07692307692308|1,5|1|1|1|1
-|1,42266666666667|1|2,68|0|1|1|4,38461538461538|2|1|5|1|5
-|4,33333333333333|1|1|0|1|1|1,30769230769231|2|1|5|1|1
-|4,6|1|4,92|0|5|1|1,61538461538462|1|1|5|1|1
-|3,86666666666667|1|2,6|0|1|1|2,84615384615385|1|1|5|5|5
-|1,43333333333333|1|1,64|2|1|3|1|1|5|5|5|1
-|1,1|1,06666666666667|1,64|0|1|1|3,46153846153846|1|1|1|5|1
-|1,03333333333333|1|2,772|0|1|1|4,69230769230769|1|1|5|1|1
-|1,156|1|1,64|0|5|3|4,69230769230769|1|1|5|1|1
-|1,66666666666667|1,06666666666667|1,72|20|1|3|2,53846153846154|1|1|1|5|1
-|1,06666666666667|1|1,56|0|1|1|1|1|1|5|5|1
-|1|1,06666666666667|1,376|0|1|1|5|4,5|1|1|5|1
-|1,53333333333333|1|2,472|0|5|1|2,84615384615385|1|1|5|5|5
-|1,06666666666667|1|2,152|0|1|1|2,84615384615385|1|1|5|5|5
-|1,8|1|2,2|0|5|1|1,30769230769231|1|1|5|1|1
-|1,12133333333333|1|1,8|0|1|1|4,69230769230769|1|1|5|1|1
-|2,33333333333333|1|2,12|0|1|1|1|2|1|5|1|5
-|1,23333333333333|1|4,712|0|1|1|1,30769230769231|1|1|5|1|5
-|2,06666666666667|1|1,752|0|1|3|4,69230769230769|1|1|5|5|1
-|1,26666666666667|1|1,96|0|1|1|4,69230769230769|1|1|5|1|1
-|1|1|1,4|27|5|1|2,23076923076923|2,5|1|5|1|1
-|2,33333333333333|1|1,448|0|1|3|1|1,5|1|5|5|1
-|1,13333333333333|1|1,48|0|1|1|1|1|1|5|5|1
-|3,26666666666667|1|1|0|1|3|4,69230769230769|1|1|5|5|1
-|3,52266666666667|1|1,8|100|1|3|1|1,5|1|5|1|1
-|1,4|1|1|225|1|3|1|1|1|5|1|1
-|1,13333333333333|1|1,684|0|5|1|1,92307692307692|2|1|5|1|1
-|1,03333333333333|1|1,72|1|1|3|4,69230769230769|1|1|5|5|1
-|1,22266666666667|1|2,28|0|1|1|1|2|1|5|1|5
-|1,8|1|2,072|0|5|3|3,46153846153846|1|1|5|1|1
-|1,26666666666667|1,13333333333333|1,668|500|5|1|3,46153846153846|1|1|1|1|1
-|1,06666666666667|1|1,656|400|1|3|1|2|1|5|1|1
-|2,06666666666667|1|1,32|0|1|3|1|1|1|5|5|1
-|1,1|1,13333333333333|1|38|1|1|3,46153846153846|1|1|1|5|1
-|1,6|1,13333333333333|1,48|5|1|1|2,53846153846154|1|1|1|1|1
-|2,53333333333333|1,13333333333333|1,3|0|1|3|1,92307692307692|1,5|1|1|1|1
-|1|2,33333333333333|1,608|130|1|1|4,38461538461538|3,5|1|1|5|1
-|1,13333333333333|1|2,12|0|1|1|2,53846153846154|1|1|5|5|5
-|2,2|1|1,48|0|5|3|4,69230769230769|1|1|5|5|1
-|3,66666666666667|1|1,704|0|1|3|4,07692307692308|1,5|1|5|1|1
-|1,212|1,33333333333333|1,56|5|5|1|1|1|1|1|1|1
-|1,93333333333333|1,2|2,316|0|1|1|3,76923076923077|1|1|1|1|1
-|1,13333333333333|1,2|1,72|147|5|3|5|4,5|1|1|5|1
-|1,23333333333333|1|2,04|0|1|1|3,76923076923077|1|1|5|1|1
-|1,26666666666667|1,2|1,848|0|5|1|2,53846153846154|2|1|1|1|1
-|1,36666666666667|1,2|1,56|210|1|3|1|1,5|1|1|1|1
-|1,344|1,13333333333333|1,8|0|5|1|3,46153846153846|1|1|1|5|1
-|4,06666666666667|1,46666666666667|2,2|5|1|1|3,46153846153846|1,5|1|1|1|1
+|2,67733333333333|2|1|11202|1|1|2,53846153846154|1|1|1|5|1
+|4,73333333333333|1,4|2,44|1332|1|1|2,84615384615385|1|1|1|1|1
+|1,08933333333333|1,06666666666667|1,32|50|5|1|1,61538461538462|1,5|1|1|1|1
+|1,01066666666667|1,06666666666667|1,8|300|1|1|3,46153846153846|1|1|1|5|1
+|1,32266666666667|1|1,56|258|1|1|1,61538461538462|1|1|1|1|1
+|1,4|1,8|1,48|567|5|1|4,69230769230769|1|1|1|1|1
+|2,96666666666667|1,2|1|0|5|1|3,46153846153846|1|1|1|1|1
+|3,26666666666667|1,33333333333333|1,48|0|5|1|3,46153846153846|1|1|1|1|1
+|3|1,4|1|1000|1|1|4,07692307692308|1,5|1|1|1|1
+|1,66666666666667|1,8|2,64|2510|1|1|2,84615384615385|2|1|1|1|1
+|1,66666666666667|1,46666666666667|1,4|809|1|1|3,46153846153846|1|1|1|1|1
+|1,86666666666667|1,13333333333333|2,096|610|1|1|1,92307692307692|2|1|1|5|1
+|1,22266666666667|1|2,12|0|5|1|3,76923076923077|1|1|5|5|5
+|4,46666666666667|1,06666666666667|1|0|1|1|4,38461538461538|3,5|1|1|1|1
+|1,6|1,06666666666667|1,4|150|1|1|1|1|1|1|5|1
+|2,73333333333333|1,4|2,5|51100|5|1|4,38461538461538|2|1|1|5|1
+|1,66666666666667|1,4|1|367|1|1|1|2|1|1|5|1
+|2,46666666666667|1,8|2,632|1000|1|1|3,46153846153846|1,5|1|1|1|1
+|2,6|1|2,4|0|1|1|3,46153846153846|1,5|1|5|1|1
+|1,13333333333333|1,2|1,8|1000|1|3|4,69230769230769|1|1|1|5|1
+|2,13333333333333|1,4|1,816|0|1|1|2,84615384615385|1|1|1|5|1
+|1,43333333333333|1,4|1,16|600|5|1|3,76923076923077|1|1|1|1|1
+|2,33333333333333|1,13333333333333|1|5000|5|1|3,46153846153846|1,5|1|1|5|1
+|1,16666666666667|1,6|1,724|0|5|1|1,61538461538462|1,5|1|1|1|1
+|1|2|1|247|5|1|2,23076923076923|4,5|1|1|5|1
+|1,46666666666667|1,53333333333333|1,4|375|1|3|1,61538461538462|1,5|1|1|5|1
+|1,53333333333333|1,06666666666667|1,32|278|1|1|3,76923076923077|1|1|1|5|1
+|2,356|1,6|2,596|827|1|1|1,61538461538462|1,5|1|1|5|1
+|1,73333333333333|1,4|1,64|2072|1|1|1,61538461538462|1,5|1|1|5|1
+|1,63333333333333|1,2|1|582|1|1|3,46153846153846|1|1|1|1|1
+|3,13333333333333|1,93333333333333|1|2300|5|3|3,46153846153846|1,5|1|1|5|1
+|2,06666666666667|1,46666666666667|1|3065|5|1|1|2|1|1|1|1
+|2,46666666666667|1,93333333333333|1|2200|5|1|1|1|1|1|5|1
+|1,11066666666667|1,73333333333333|2,76|6|5|1|1,61538461538462|1,5|1|1|1|1
+|2,06666666666667|1,93333333333333|1|1602|5|1|3,46153846153846|1|1|1|5|1
+|2,13333333333333|1,8|1,372|0|1|1|2,84615384615385|1,5|1|1|1|1
+|1,28933333333333|1,73333333333333|1,24|2184|1|1|1|1|1|1|1|1
+|2,46666666666667|1,2|1|0|1|1|1,61538461538462|1,5|1|1|1|1
+|1|1,73333333333333|1|0|5|3|2,23076923076923|2,5|1|1|1|1
+|1,67733333333333|1,06666666666667|1,28|0|5|3|4,07692307692308|1,5|1|1|5|1
+|1|1,93333333333333|1|3376|5|1|4,38461538461538|3,5|1|1|5|1
+|2,11066666666667|1,13333333333333|1,724|0|1|1|2,53846153846154|1,5|1|1|1|1
+|1,01066666666667|1,06666666666667|2,12|2000|1|3|2,84615384615385|2|1|1|1|1
+|1,26666666666667|1,26666666666667|1,56|7544|1|1|4,07692307692308|1,5|1|1|5|1
+|1,46666666666667|1,13333333333333|1|15|1|1|2,84615384615385|1|1|1|1|1
+|1,444|1,06666666666667|2,58|20|1|1|4,07692307692308|1|1|1|1|1
+|1,01066666666667|1|2,572|0|1|3|4,38461538461538|1,5|1|5|1|1
+|3,93333333333333|1|1,084|10561|5|1|3,46153846153846|1|1|5|1|1
+|1,46666666666667|1|1,116|837|5|1|3,46153846153846|1,5|1|5|5|1
+|1,26666666666667|1|1,24|400|1|1|3,46153846153846|1|1|5|1|1
+|1,01066666666667|1|2,76|11177|5|1|1,61538461538462|1|1|5|5|1
+|3,4|1|1,408|639|1|1|3,46153846153846|1,5|1|5|1|1
+|1,4|1|2,724|0|1|3|1,30769230769231|1|5|5|1|1
+|1,06666666666667|1|2,48|0|5|3|4,69230769230769|1|1|5|1|1
+|5|1|1|0|1|1|1|2|1|5|5|1
+|3,13333333333333|1|1,096|2028|1|1|2,53846153846154|1,5|1|5|1|1
+|3,26666666666667|1|1|0|5|1|2,53846153846154|1,5|1|5|1|1
+|1,356|1|1,4|0|1|1|3,46153846153846|1,5|1|5|5|1
+|1,1|1|2,04|1065|1|3|3,76923076923077|1|1|5|1|1
+|1,8|1|1,08|0|1|1|4,69230769230769|1|1|5|1|5
+|1,37733333333333|1|1,64|150|5|1|4,69230769230769|1|1|5|5|1
+|1,32266666666667|1,26666666666667|1,24|540|5|1|3,46153846153846|1|1|1|5|1
+|1,52266666666667|1,93333333333333|1,24|158|1|1|4,69230769230769|1|1|1|5|1
+|5|2,33333333333333|1|15000|1|1|1|2|1|1|5|1
+|1,13333333333333|1,26666666666667|1,32|0|5|1|1,92307692307692|2|1|1|5|5
+|1,044|1,2|1,4|6|5|1|3,46153846153846|1|1|1|5|1
+|2,46666666666667|1,46666666666667|1|3000|5|1|1|1|1|1|5|1
+|1,68933333333333|1,46666666666667|1,516|3257|5|1|3,46153846153846|1|1|1|5|1
+|4,33333333333333|1,6|1,724|1655|1|1|1|1,5|1|1|5|1
+|1,93333333333333|1,06666666666667|1|500|1|1|4,69230769230769|2|1|1|5|1
+|2,33333333333333|1,46666666666667|1|3065|1|1|1|1|1|1|5|1
+|1,66666666666667|1,33333333333333|2,2|1430|5|1|1|1|1|1|1|1
+|1,43333333333333|1,13333333333333|1|0|5|1|3,46153846153846|1,5|1|1|5|1
+|1,8|1|1|0|1|1|1|1|1|5|1|1
+|2,36666666666667|1|2,6|0|1|1|1,92307692307692|1,5|1|5|5|1
+|1,66666666666667|1|3,04|600|1|1|4,07692307692308|1|1|5|5|1
+|1,82266666666667|1,4|1,32|0|1|3|3,76923076923077|1|1|1|5|1
+|3,26666666666667|1,46666666666667|1,78|0|1|3|1,92307692307692|2|1|1|1|1
+|1,4|1,53333333333333|1,576|7|1|3|1|2|1|1|1|1
+|1,844|1,2|2,52|0|1|3|4,07692307692308|1|1|1|1|1
+|1|1,8|1|790|1|1|3,76923076923077|1,5|1|1|5|1
+|1,53333333333333|1,2|2,48|560|1|3|4,69230769230769|1|1|1|1|1
+|1,01066666666667|1,6|1,24|396|1|1|4,07692307692308|1|1|1|5|1
+|1,33333333333333|1,06666666666667|1|678|5|1|3,46153846153846|1,5|1|1|5|1
+|1,6|1|1|300|5|1|1,92307692307692|2|1|5|1|1
+|1,6|1,4|1|600|1|1|1|1|1|1|5|1
+|1,18933333333333|1,13333333333333|1,196|0|5|1|3,46153846153846|1|1|1|1|1
+|1,02266666666667|1,06666666666667|1,2|1187|1|3|3,76923076923077|1|1|1|5|1
+|4,73333333333333|1,53333333333333|1|6590|5|1|3,46153846153846|1,5|1|1|5|1
+|1|1|1|0|5|1|1|1|5|5|5|3
+|2,51066666666667|1,4|2,524|168|1|1|3,46153846153846|1,5|1|1|5|1
+|2,2|1,46666666666667|1,6|1270|1|1|2,53846153846154|1|1|1|5|1
+|2,73333333333333|2,06666666666667|1,468|1210|1|1|1|2|1|1|5|1
+|3,66666666666667|1,93333333333333|2,596|0|1|1|1,61538461538462|1,5|1|1|1|1
+|2,46666666666667|1|1,4|0|1|3|1,30769230769231|1|1|5|1|5
+|1|2|1|1000|1|1|5|4,5|1|1|1|1
+|1,93333333333333|1,6|1,224|742|1|1|1,92307692307692|1|1|1|5|1
+|2,4|1,06666666666667|1,844|0|1|3|1,61538461538462|1|1|1|5|1
+|1,93333333333333|1|1,92|0|1|1|4,69230769230769|1|1|5|5|5
+|2,86666666666667|1,53333333333333|2,28|0|1|1|1,61538461538462|1,5|1|1|5|1
+|2,33333333333333|1,33333333333333|1|8851|1|1|5|4,5|1|1|5|1
+|3,31066666666667|1,33333333333333|1|0|1|1|4,38461538461538|1|1|1|5|1
+|1,26666666666667|1,26666666666667|1,32|500|5|3|1|1|1|1|1|1
+|1,61066666666667|1,2|1,624|0|5|1|4,69230769230769|1|1|1|1|1
+|1|1,46666666666667|1,088|0|1|1|4,38461538461538|3,5|1|1|1|1
+|1,36666666666667|1|1|0|5|1|4,69230769230769|1|1|5|1|1
+|1,02266666666667|1|1,4|0|5|1|4,69230769230769|1|1|5|5|1
+|1,03333333333333|1|1,912|0|5|1|3,46153846153846|1|1|5|1|1
+|1,06666666666667|1|1,64|0|1|1|1|2|1|5|1|1
+|1,13333333333333|1|1,32|0|1|1|2,53846153846154|1|1|5|5|1
+|1,656|1|1,656|0|5|3|4,07692307692308|1|5|5|5|1
+|1,53333333333333|1,13333333333333|1,32|0|1|1|3,46153846153846|1|1|1|1|1
+|1,17733333333333|1|1,4|0|1|1|1,61538461538462|1|1|5|5|1
+|1,16666666666667|1,46666666666667|1|7059|1|1|1,61538461538462|1|1|1|5|1
+|4,7|1,13333333333333|3,076|1704|5|1|4,07692307692308|1|1|1|1|1
+|2,2|1,26666666666667|2,012|857|1|1|4,07692307692308|1,5|1|1|1|1
+|2,53333333333333|1|2,948|500|1|1|3,76923076923077|1|1|5|1|1
+|3,66666666666667|1,86666666666667|1|6700|5|1|1,92307692307692|2|1|1|5|1
+|1,556|1,33333333333333|1,88|2503|5|1|3,46153846153846|1|1|1|5|1
+|1|1|1|0|1|1|1,92307692307692|2|1|5|1|1
+|1,37733333333333|1,06666666666667|1,32|9800|1|1|4,69230769230769|1|1|1|5|1
+|2,22133333333333|1|1|0|1|1|3,46153846153846|1|1|5|5|5
+|1,66666666666667|1,4|3,08|196|1|1|4,07692307692308|1|1|1|5|1
+|1,66666666666667|1|1,16|0|1|3|1|1|1|5|5|5
+|1,46666666666667|1,2|1,48|14|1|1|3,76923076923077|1|1|1|5|1
+|3,93333333333333|1|1,28|0|1|1|3,76923076923077|1|1|5|1|1
+|1,72266666666667|1,33333333333333|1|26726|5|1|3,46153846153846|1|1|1|5|1
+|1,4|1,13333333333333|1,48|300|1|1|1,92307692307692|1|1|1|5|1
+|1,544|1,06666666666667|1,72|18027|1|3|1|1,5|1|1|1|1
+|4,73333333333333|1,06666666666667|1,352|2000|1|1|1,61538461538462|1,5|1|1|1|1
+|1,07733333333333|1,73333333333333|1,32|99|5|1|3,46153846153846|1,5|1|1|5|1
+|2,26666666666667|1,13333333333333|1,292|444|1|1|1|2|1|1|5|1
+|1,07733333333333|1,4|1,484|0|1|1|4,07692307692308|1|1|1|5|1
+|1|1,73333333333333|1|1200|1|1|4,38461538461538|3,5|1|1|5|1
+|2,33333333333333|1,4|2,88|0|1|1|3,46153846153846|1,5|1|1|1|1
+|1,26666666666667|1,73333333333333|1|3000|5|1|4,07692307692308|1,5|1|1|5|1
+|1,12266666666667|1,06666666666667|1,4|0|1|1|4,07692307692308|1,5|1|1|5|1
-|1,06666666666667|1|2,52|2010|1|1|2,53846153846154|1|5|5|5|1
-|1,28933333333333|1|2,28|13|1|1|1|1,5|5|5|5|1
-|1,53333333333333|1|1,544|0|1|1|1|1|5|5|1|1
-|1,13333333333333|1|1,576|0|1|1|1,30769230769231|1|5|5|5|1
-|1,01066666666667|1|1,8|1000|5|1|1,92307692307692|1|5|5|5|1
-|1,044|1|1,528|0|5|3|1|1|5|5|5|1
-|2,53333333333333|1|2,168|0|1|1|1,30769230769231|1,5|5|5|1|1
-|1|1|1|0|5|3|5|4,5|5|5|5|1
-|1,08933333333333|1|1|120|5|1|1,92307692307692|5|5|5|5|1
-|1|1|1,616|32|5|3|4,07692307692308|1,5|5|5|1|1
-|1|1|1,58|0|1|1|5|4,5|5|5|5|1
-|1,01066666666667|1|1,56|722|1|3|1|1|5|5|5|1
-|1|1|1,4|0|1|3|4,38461538461538|4|5|5|5|1
-|1,33333333333333|1|2,088|0|5|1|1,30769230769231|1|5|5|5|1
+|1,03333333333333|1|2,04|0|1|1|3,46153846153846|1|1|5|1|1
+|1,056|1|1,8|40|1|1|3,46153846153846|3|5|5|5|1
+|1|1|1|0|1|1|1|1|5|5|5|3
-|1,33333333333333|1|2,12|0|1|1|1|1|5|5|1|1
-|1,01066666666667|1|1,56|0|1|3|2,84615384615385|1|5|5|5|1
-|1,03333333333333|1|1,64|0|1|3|2,53846153846154|1|5|5|5|1
-|1,6|1|2,36|0|1|1|1,61538461538462|1,5|5|5|1|5
-|1,144|1|1,48|0|1|1|1,30769230769231|1|5|5|5|1
-|1,07733333333333|1|1,32|484|5|1|1,92307692307692|1,5|5|5|5|1
-|1,044|1|2,36|0|5|3|3,46153846153846|1,5|5|5|5|1
-|1|1|1|0|1|3|5|4,5|5|5|5|1
-|1,02266666666667|1|1,8|0|1|1|2,84615384615385|1|1|5|5|5
-|1,06666666666667|1|2,12|204|1|3|1|1,5|5|5|5|1
-|1,03333333333333|1|1,96|1|1|3|1,61538461538462|1,5|5|5|5|1
-|1,06666666666667|1|1,32|0|1|1|1|1|5|5|5|5
-|1,06666666666667|1,06666666666667|1,432|98|5|1|3,46153846153846|1|5|1|5|1
-|1,03333333333333|1,13333333333333|1|5552|1|1|1|1|5|1|5|1
-|1,044|1,06666666666667|1,48|1|1|1|3,76923076923077|1,5|5|1|5|1
-|1|1,13333333333333|1,8|105|5|1|5|4,5|5|1|1|1
-|1,07733333333333|1,06666666666667|2,36|2803|1|1|3,76923076923077|1|5|1|5|1
-|1,044|1,06666666666667|1,8|1|1|3|1|1|5|1|5|1
-|1|1|1,64|0|5|3|2,23076923076923|2,5|5|5|5|1
-|1,13333333333333|1|2,28|0|1|1|2,84615384615385|1|5|5|1|5
-|1,26666666666667|1,06666666666667|1,48|1|5|1|3,76923076923077|1|5|1|5|1
-|1,044|1,06666666666667|2,088|444|1|1|3,76923076923077|1|5|1|5|1
-|1,03333333333333|1,13333333333333|1,88|1|1|1|3,76923076923077|1|5|1|5|1
-|1|1,06666666666667|1,64|126|5|1|5|4,5|5|1|5|1
-|1,81066666666667|1,13333333333333|1,8|4|5|1|5|4,5|5|1|1|1
-|2,06666666666667|1,06666666666667|1,28|6|1|1|5|4,5|5|1|5|1
-|1,46666666666667|1,13333333333333|3,88|0|1|1|4,69230769230769|1|5|1|1|1
-|1,17733333333333|1,06666666666667|1,32|21|1|1|4,69230769230769|1|5|1|5|1
-|1,88933333333333|1,13333333333333|1,72|173|1|1|1|1|5|1|1|1
-|2,73333333333333|1,06666666666667|1|10|5|1|5|4,5|5|1|5|1
-|1,06666666666667|1|2,12|0|1|1|1,30769230769231|1|5|5|1|5
-|1,13333333333333|1|2,12|0|1|1|1|1|5|5|1|5
-|1,02266666666667|1|1,48|0|5|1|3,46153846153846|1|5|5|5|1
-|1,4|1|2,12|1|5|1|3,46153846153846|1,5|5|5|5|1
-|1|1|1|0|1|3|5|4,5|1|5|1|1
-|2,2|1|1,64|25|1|1|5|4,5|5|5|5|1
-|1,11066666666667|1|1,32|0|1|1|5|4,5|5|5|5|1
-|1,06666666666667|1|1,56|0|1|1|2,53846153846154|1,5|5|5|1|5
-|1|1|1,64|20|5|3|2,23076923076923|2,5|5|5|5|1
-|1,26666666666667|1|2,44|6|5|1|3,76923076923077|1|5|5|1|1
-|1,62266666666667|1|1,448|6|1|3|1|1|5|5|1|1
-|1,03333333333333|1|1,8|1|5|1|4,69230769230769|1|5|5|5|1
-|1,11066666666667|1|1,32|42|5|1|1,30769230769231|1|5|5|5|1
-|1,06666666666667|1|1,24|0|1|3|4,69230769230769|1|5|5|5|1
-|1,13333333333333|1|2,28|0|1|1|2,84615384615385|1|1|5|1|5
-|1,06666666666667|1|2,12|204|1|3|1|1,5|5|5|5|1
+|1|1|2,8|100000|1|5|5|5|5|5|1|3
+|1|1|3|1|1|3|2,84615384615385|2|5|5|1|5
+|1,4|1|1,928|113|1|3|1|1|5|5|1|1
+|1,4|1|1,6|8|1|1|3,76923076923077|1|5|5|5|1
+|3,66666666666667|1|2,2|0|5|5|1,61538461538462|4,5|5|5|1|5
+|1,1|1|2,2|44|5|1|1,61538461538462|1|5|5|5|1
+|1,06666666666667|1,73333333333333|2,52|2732|1|3|2,53846153846154|1|1|1|5|1
-|1,31066666666667|1|1,48|0|1|1|3,76923076923077|1|5|5|5|1
-|1,26666666666667|1|2,12|13|5|3|4,07692307692308|1|5|5|5|1
-|1,01066666666667|1|1,68|179|1|3|1|1|5|5|5|1
-|1,13333333333333|1|1|0|1|1|1,92307692307692|2|5|5|5|5
-|1,8|1|1,8|0|1|3|3,76923076923077|1|5|5|5|5
-|1,02266666666667|1|2,644|0|1|3|1,92307692307692|1|5|5|1|1
-|1|1|1|0|1|1|1|1|5|5|5|3
-|1,66666666666667|1|1|2|5|3|1|1|5|5|1|1
-|1,26666666666667|1|2,84|16|1|1|1|1|5|5|5|1
-|1,26666666666667|1|1,72|1062|5|1|1,30769230769231|1|5|5|1|1
-|1,13333333333333|1|2,392|0|1|1|1,61538461538462|2|5|5|5|1
-|1,044|1|1,88|251|1|1|3,46153846153846|1,5|5|5|1|1
-|1,26666666666667|1|1|228|1|1|1|1|5|5|1|1
-|1,13333333333333|1|1,64|0|5|3|1,92307692307692|1,5|5|5|1|1
-|1,53333333333333|1|1,72|0|5|3|4,69230769230769|1|5|5|5|1
-|1,2|1|2,2|67|1|1|3,76923076923077|1|5|5|1|1
-|1,8|1|2,92|0|5|1|1|1|5|5|5|1
-|1,01066666666667|1|1,432|100|1|1|4,69230769230769|1|5|5|5|1
-|1,13333333333333|1|3,56|4000|1|1|1,92307692307692|2|5|5|1|1
-|1|1|1,72|0|1|1|1,92307692307692|2|5|5|5|1
-|1,13333333333333|1|2,2|2|1|1|2,53846153846154|1|5|5|1|1
-|1|1|1|12|1|1|4,38461538461538|3,5|5|5|5|1
-|1,06666666666667|1|2,488|122|1|1|1|1|5|5|1|1
-|1,66666666666667|1|1,8|1210|1|3|1|2|5|5|5|1
-|1,156|1,2|1,72|0|1|1|1|1|1|1|1|1
-|1,6|1,06666666666667|1,4|3|1|1|3,76923076923077|1|5|1|1|1
-|1|1|2,104|1|5|1|2,23076923076923|2,5|5|5|1|1
